product_id,product_name,price,cogs,category_id
124,Beyerdynamic DT 990 Pro Headphones,179.99,68.4,1
125,Sony WH-1000XM5 Wireless Headphones,399.99,108,1
126,LG Gram 17 Laptop,1699.99,459,1
127,Acer Nitro 5 Gaming Laptop,1099.99,319,1
128,Garmin Venu 2,399.99,92,1
129,Bose SoundLink Mini II,179.99,27,1
130,Logitech G502 Hero Gaming Mouse,49.99,15.5,1
131,Microsoft Surface Laptop Studio,1999.99,120,1
132,ASUS ZenBook 13,1199.99,252,1
133,Jabra Elite Active 65t,169.99,54.4,1
134,GoPro HERO9 Black,399.99,84,1
135,Canon EOS M50 Mark II,699.99,266,1
136,Sony X90J 55-Inch TV,1299.99,468,1
137,Logitech StreamCam,169.99,20.4,1
138,Razer DeathAdder V2,69.99,24.5,1
139,Nintendo Switch Lite,199.99,30,1
140,HP ENVY 13 Laptop,1299.99,585,1
141,Fitbit Versa 3,229.99,89.7,1
142,Bose QuietComfort Earbuds,279.99,126,1
143,Logitech MX Keys,119.99,33.6,1
144,TP-Link Deco X20 Mesh Wi-Fi System,299.99,45,1
145,Western Digital My Book 8TB External HD,189.99,76,1
146,Acer Predator X34 Monitor,1099.99,264,1
147,ASUS TUF Gaming A15,1299.99,130,1
148,iRobot Roomba 694 Robot Vacuum,279.99,120.4,1
149,Sony WH-CH710N Wireless Headphones,229.99,62.1,1
150,NVIDIA GeForce RTX 3080 Graphics Card,699.99,196,1
151,Elgato Game Capture HD60 S,249.99,65,1
152,Logitech G Pro X Wireless Gaming Headset,129.99,19.5,1
153,Sennheiser HD 660S,399.99,140,1
154,Microsoft Surface Pen,99.99,16,1
155,Bose 700 Noise Cancelling Headphones,379.99,133,1
156,Fitbit Inspire 3,99.99,5,1
157,Sony A6400 Mirrorless Camera,899.99,54,1
158,Razer BlackWidow Elite,179.99,48.6,1
159,Amazon Echo Show 8,129.99,36.4,1
160,Corsair K95 RGB Platinum,199.99,10,1
161,Logitech G Pro Gaming Keyboard,129.99,44.2,1
162,LG UltraWide 34-Inch Monitor,799.99,136,1
163,Belkin BoostCharge 10W Wireless Charger,39.99,2.8,1
164,iPad Mini (6th Gen),499.99,30,1
165,Google Nest Hub Max,229.99,94.3,1
166,Panasonic Lumix GH5,1299.99,351,1
167,Anker Soundcore Flare 2,99.99,39,1
168,DJI Osmo Pocket 2,299.99,57,1
169,Sony PlayStation 5 DualSense Controller,69.99,10.5,1
170,Jabra Speak 710,299.99,93,1
171,Logitech G733 Wireless Gaming Headset,129.99,26,1
172,LG CineBeam HU80KA 4K Laser Projector,1799.99,612,1
173,Microsoft Surface Dock 2,259.99,18.2,1
174,TP-Link Kasa Smart Plug,24.99,3.5,1
175,Fitbit Charge 4,149.99,40.5,1
176,Sony Xperia 5 II,949.99,332.5,1
177,Logitech C922 Pro Stream Webcam,79.99,28.8,1
178,Roku Ultra 2022,99.99,39,1
179,Huawei MatePad Pro,799.99,312,1
180,Bose Noise Cancelling Headphones 700,379.99,152,1
181,DJI Mavic Air 2,799.99,344,1
182,ASUS ROG Flow X13,1499.99,315,1
183,Lenovo IdeaPad Flex 5,849.99,187,1
184,Logitech Brio 4K Webcam,199.99,28,1
185,iPad Air (4th Gen),599.99,162,1
186,GoPro HERO8 Black,299.99,57,1
187,Bose Soundbar 700,799.99,40,1
188,Garmin Edge 530 GPS Bike Computer,299.99,84,1
189,Sennheiser CX 400BT True Wireless,199.99,76,1
190,Sony WF-1000XM4 Wireless Earbuds,279.99,39.2,1
191,HP Omen 15 Gaming Laptop,1299.99,130,1
192,ASUS ROG Strix G15,1499.99,225,1
193,Canon EOS R6 Mirrorless Camera,2499.99,175,1
194,Microsoft Surface Book 3,1599.99,624,1
195,Fitbit Versa 4,229.99,41.4,1
196,Bose QuietComfort 45,329.99,16.5,1
197,Sony Alpha 7C Mirrorless Camera,1799.99,648,1
198,Logitech G Pro Wireless Gaming Mouse,129.99,58.5,1
199,Jabra Elite 85t Wireless Earbuds,229.99,11.5,1
200,Anker Soundcore Liberty Air 2 Pro,139.99,44.8,1
201,Nintendo Switch Pro Controller,69.99,11.9,1
202,Sony WH-XB910N Wireless Headphones,249.99,105,1
203,Razer Naga X MMO Gaming Mouse,79.99,24,1
204,Microsoft Xbox Series S,299.99,132,1
205,Logitech G923 Racing Wheel,399.99,152,1
206,DJI Mavic Mini 2,449.99,63,1
207,Sony ZV-1 Compact Camera,749.99,82.5,1
208,GoPro HERO11 Black,399.99,64,1
209,Bose SoundLink Flex,149.99,18,1
210,ASUS TUF Gaming VG27AQ Monitor,379.99,79.8,1
211,Western Digital My Passport 1TB External HD,69.99,21.7,1
212,HP Spectre x360 15,1399.99,280,1
213,Logitech MX Master 2S,99.99,43,1
214,Canon RF 24-70mm f/2.8L IS USM Lens,2299.99,736,1
215,Anker Nebula Capsule,299.99,30,1
216,Sony A7R IV Mirrorless Camera,3299.99,1188,1
217,Logitech G915 TKL Mechanical Keyboard,229.99,50.6,1
218,Jabra PanaCast 50 Conference Camera,799.99,128,1
219,HP Envy 14 Laptop,1299.99,208,1
220,Fitbit Luxe,149.99,7.5,1
221,Canon RF 50mm f/1.2L USM Lens,2299.99,598,1
222,Sony Xperia 10 III,449.99,54,1
223,Logitech G703 Lightspeed Wireless Mouse,99.99,11,1
224,LG UltraGear 38GN950 Monitor,1299.99,481,1
225,Microsoft Surface Pro X,999.99,80,1
226,Bose Home Speaker 500,399.99,160,1
227,Sony WH-CH520 Wireless Headphones,79.99,12,1
228,Razer Huntsman Elite Gaming Keyboard,199.99,24,1
229,DJI Pocket 2,299.99,66,1
230,Lenovo Yoga 9i,1399.99,210,1
231,Sony A7S III Mirrorless Camera,3499.99,1330,1
232,Microsoft Surface Headphones 2,249.99,75,1
233,Logitech Brio 4K Ultra HD Webcam,199.99,62,1
234,HP Pavilion 27-inch All-in-One,1299.99,364,1
235,Anker PowerCore 10000 Portable Charger,29.99,13.2,1
236,Canon EOS Rebel T8i Camera Kit,749.99,277.5,1
237,Sony A6600 Mirrorless Camera,1399.99,588,1
238,Logitech G Pro X Wireless Headset,129.99,15.6,1
239,Microsoft Surface Laptop Go,699.99,154,1
240,Sony WH-H910N Wireless Headphones,249.99,105,1
241,Razer Viper Ultimate Wireless Mouse,149.99,12,1
242,Canon RF 70-200mm f/2.8L IS USM Lens,2699.99,432,1
243,HP Elite Dragonfly Laptop,1999.99,740,1
244,Logitech MX Master 3S,99.99,5,1
245,Sony RX100 VII Compact Camera,1299.99,312,1
246,Microsoft Xbox Elite Series 2 Controller,179.99,61.2,1
247,Bose Sleepbuds II,249.99,97.5,1
248,Canon RF 85mm f/1.2L USM Lens,2299.99,207,1
249,Lenovo ThinkPad X1 Yoga,1399.99,602,1
250,Jabra Elite 65t Wireless Earbuds,149.99,36,1
251,Razer BlackWidow V3 Mini Keyboard,139.99,33.6,1
252,HP Spectre x360 13 Laptop,1299.99,65,1
253,Sony WH-1000XM4 Noise Cancelling Headphones,349.99,17.5,1
254,Canon EOS 90D Camera Kit,1199.99,396,1
255,Bose Soundbar 300,399.99,120,1
256,Microsoft Surface Pro 7,1099.99,187,1
257,Logitech MX Keys Mini,119.99,30,1
258,Sony XBR-65A8H OLED TV,2499.99,950,1
259,Razer DeathAdder V2 Pro,89.99,15.3,1
260,Canon RF 15-35mm f/2.8L IS USM Lens,2299.99,621,1
261,HP 27fw Monitor,249.99,65,1
262,Logitech G Pro X Mechanical Keyboard,129.99,28.6,1
263,Sony A7 III Camera Kit,2199.99,748,1
264,Lenovo IdeaPad Gaming 3,1099.99,110,1
265,Microsoft Surface Laptop 4,1299.99,65,1
266,Jabra Elite Active 75t,199.99,90,1
267,Google Pixel 6 Pro,899.99,360,1
268,Canon EOS 6D Mark II Camera Kit,1499.99,495,1
269,HP Pavilion Gaming Desktop,1099.99,198,1
270,Anker Soundcore Motion+,89.99,32.4,1
271,Canon RF 24-105mm f/4L IS USM Lens,1299.99,130,1
272,Razer Basilisk V3 Gaming Mouse,89.99,28.8,1
273,Microsoft Surface Go 3,629.99,56.7,1
274,Sony RX0 II Camera,699.99,266,1
275,Logitech G920 Racing Wheel,299.99,45,1
276,HP Chromebook x360 14,399.99,116,1
277,Razer Viper V2 Pro,149.99,39,1
278,Canon EOS Rebel T7 DSLR Kit,499.99,205,1
279,Logitech G203 Lightsync Gaming Mouse,39.99,3.6,1
280,Sony WH-1000XM3 Wireless Headphones,349.99,105,1
281,Canon EOS 5D Mark IV Camera Kit,2499.99,625,1
282,Logitech G502 Lightspeed Wireless Mouse,79.99,23.2,1
283,HP Envy 17 Laptop,1499.99,360,1
284,Razer BlackWidow V3 Gaming Keyboard,179.99,70.2,1
285,Sony WH-H910N Noise Cancelling Headphones,249.99,95,1
286,Microsoft Surface Laptop 3,1199.99,132,1
287,Jabra Elite 75t,169.99,28.9,1
288,Logitech C922 Pro Streaming Webcam,79.99,8,1
289,Canon EOS Rebel T7i Camera Kit,699.99,203,1
290,Microsoft Surface Book 2,1499.99,360,1
291,Razer Naga Pro Wireless Gaming Mouse,149.99,63,1
292,Sony A9 II Mirrorless Camera,4499.99,1845,1
293,Logitech G512 Mechanical Keyboard,119.99,15.6,1
294,HP Envy 32 All-in-One Desktop,1499.99,675,1
295,Lenovo Legion 5 Pro Gaming Laptop,1499.99,330,1
296,Canon EOS M50 Mark II Camera Kit,699.99,273,1
297,Microsoft Surface Pro 6,1099.99,55,1
298,Razer BlackWidow V3 Keyboard,179.99,63,1
299,Sony WH-XB900N Wireless Headphones,249.99,47.5,1
300,Microsoft Surface Headphones,249.99,107.5,1
301,Canon EOS 77D Camera Kit,899.99,279,1
302,Lenovo IdeaPad 3 15 Laptop,699.99,238,1
303,Razer Kraken Ultimate Gaming Headset,129.99,37.7,1
304,Sony A7C Mirrorless Camera,1799.99,270,1
305,HP Pavilion x360 14 Laptop,899.99,387,1
306,Canon EOS 6D Mark II Camera Kit,1699.99,629,1
307,Razer Huntsman Mini Keyboard,129.99,33.8,1
308,Logitech G910 Orion Spectrum Keyboard,179.99,10.8,1
309,Men's Classic T-Shirt,19.99,6.8,2
310,Women's Casual Dress,29.99,7.2,2
311,Unisex Denim Jacket,49.99,22.5,2
312,Men's Running Shoes,79.99,36,2
313,Women's Leather Handbag,99.99,28,2
314,Men's Sports Watch,89.99,25.2,2
315,Women's Wool Scarf,39.99,6.8,2
316,Unisex Sunglasses,14.99,1.8,2
317,Men's Dress Shirt,34.99,6.65,2
318,Women's Yoga Pants,24.99,3,2
319,Men's Casual Shorts,29.99,3,2
320,Women's Sun Hat,15.99,6.08,2
321,Unisex Backpack,59.99,9.6,2
322,Men's Winter Coat,129.99,29.9,2
323,Women's Evening Gown,199.99,48,2
324,Men's Cargo Pants,44.99,7.2,2
325,Women's Sandals,34.99,2.8,2
326,Unisex Beanie Hat,12.99,4.94,2
327,Men's Leather Belt,22.99,9.89,2
328,Women's Knit Sweater,49.99,21.5,2
329,Men's Polo Shirt,27.99,2.8,2
330,Women's High-Waisted Jeans,39.99,5.2,2
331,Unisex Fitness Tracker,69.99,15.4,2
332,Men's Blazer,89.99,4.5,2
333,Women's Floral Skirt,25.99,2.08,2
334,Men's Canvas Sneakers,34.99,15.4,2
335,Women's Trench Coat,79.99,28.8,2
336,Unisex Crossbody Bag,44.99,10.8,2
337,Men's Dress Shoes,89.99,39.6,2
338,Women's Silk Blouse,54.99,18.7,2
339,Men's Zip-Up Hoodie,39.99,14.8,2
340,Women's Athletic Shoes,59.99,19.8,2
341,Unisex Cardigan,39.99,14,2
342,Men's Suede Jacket,119.99,28.8,2
343,Women's Denim Skirt,29.99,11.1,2
344,Men's Casual Loafers,49.99,22,2
345,Women's Overalls,39.99,15.6,2
346,Unisex Wallet,22.99,9.66,2
347,Men's Graphic T-Shirt,24.99,3.5,2
348,Women's Peacoat,89.99,21.6,2
349,Men's Fleece Jacket,49.99,8.5,2
350,Women's Capris,29.99,3,2
351,Unisex Sports Cap,16.99,2.21,2
352,Men's Leather Gloves,34.99,5.25,2
353,Women's Booties,64.99,19.5,2
354,Men's Sweater Vest,39.99,4.4,2
355,Women's Denim Jacket,54.99,17.05,2
356,Unisex Utility Vest,49.99,12.5,2
357,Men's Performance Shorts,27.99,7,2
358,Women's Winter Scarf,19.99,2.4,2
359,Men's Casual Sneakers,44.99,3.15,2
360,Women's Embellished Dress,74.99,25.5,2
361,Unisex Messenger Bag,39.99,16.8,2
362,Men's Corduroy Pants,34.99,6.65,2
363,Women's Ankle Boots,59.99,7.2,2
364,Men's Track Jacket,54.99,16.5,2
365,Women's Ballet Flats,24.99,2,2
366,Unisex Beaded Bracelet,14.99,0.9,2
367,Men's Casual Button-Down,39.99,12.4,2
368,Women's Sleeveless Top,19.99,3,2
369,Men's Formal Trousers,59.99,11.4,2
370,Women's Long Sleeve Shirt,29.99,12.9,2
371,Unisex Knit Gloves,16.99,2.89,2
372,Men's Casual Vest,34.99,15.75,2
373,Women's Fit & Flare Dress,64.99,17.55,2
374,Men's Fitted Blazer,79.99,7.2,2
375,Women's Platform Sneakers,49.99,7.5,2
376,Unisex Classic Hat,19.99,4.4,2
377,Men's Lightweight Jacket,49.99,20,2
378,Women's Leggings,24.99,6.5,2
379,Men's Leather Backpack,119.99,39.6,2
380,Women's Quilted Vest,39.99,13.2,2
381,Unisex Tech Gloves,22.99,9.89,2
382,Men's Chino Shorts,29.99,7.5,2
383,Women's Printed Scarf,22.99,7.13,2
384,Men's Baseball Cap,14.99,4.65,2
385,Women's Trapeze Dress,59.99,21,2
386,Unisex Leather Gloves,27.99,3.08,2
387,Men's Dress Vest,44.99,13.95,2
388,Women's Wide-Leg Pants,34.99,10.15,2
389,Men's Casual Shirt,34.99,11.9,2
390,Women's A-Line Skirt,29.99,10.8,2
391,Unisex Casual Belt,19.99,4,2
392,Men's Softshell Jacket,69.99,10.5,2
393,Women's Suede Boots,79.99,20,2
394,Men's Fleece Pants,39.99,10,2
395,Women's Tunic Top,29.99,8.4,2
396,Unisex Leather Messenger Bag,64.99,19.5,2
397,Men's Sweatpants,29.99,6,2
398,Women's Wool Hat,22.99,5.29,2
399,Men's Utility Shorts,34.99,5.95,2
400,Women's Peplum Top,27.99,8.96,2
401,Unisex Graphic Tee,24.99,9.5,2
402,Men's Knit Beanie,12.99,2.86,2
403,Women's Wide Brim Hat,18.99,7.41,2
404,Men's Denim Jeans,39.99,15.6,2
405,Women's Cropped Jacket,49.99,12.5,2
406,Unisex Stylish Socks,12.99,1.82,2
407,Men's Gym Shorts,24.99,4,2
408,Women's Silk Robe,79.99,16,2
409,Men's Casual Polo,29.99,6,2
410,Women's Floral Romper,34.99,7,2
411,Men's Casual Henley,29.99,8.1,2
412,Women's Long Cardigan,49.99,18,2
413,Unisex Beaded Necklace,29.99,5.7,2
414,Men's Crewneck Sweatshirt,39.99,14.8,2
415,Women's Maxi Dress,59.99,16.2,2
416,Men's Lightweight Hoodie,44.99,13.5,2
417,Women's Leather Boots,89.99,23.4,2
418,Unisex Fanny Pack,19.99,6.4,2
419,Men's Stylish Sneakers,49.99,12.5,2
420,Women's Denim Overalls,54.99,6.6,2
421,Men's Formal Shoes,69.99,16.8,2
422,Women's Summer Dress,39.99,5.6,2
423,Unisex Sports Watch,59.99,8.4,2
424,Men's Chukka Boots,59.99,4.8,2
425,Women's Embroidered Jacket,69.99,23.1,2
426,Men's Work Boots,79.99,5.6,2
427,Women's Cozy Sweater,49.99,13.5,2
428,Unisex Messenger Bag,44.99,10.35,2
429,Men's Casual Slacks,39.99,12,2
430,Women's Faux Fur Coat,89.99,8.1,2
431,Men's Dress Boots,99.99,22,2
432,Women's Casual Sneakers,39.99,4.8,2
433,Unisex Wide Brim Hat,24.99,8.5,2
434,Men's Stretch Jeans,34.99,7,2
435,Women's Wool Blend Dress,69.99,28.7,2
436,Unisex Knit Scarf,19.99,7.2,2
437,Men's Utility Jacket,54.99,7.7,2
438,Women's Polka Dot Dress,34.99,7,2
439,Men's Jogging Pants,29.99,9,2
440,Women's Casual Flats,29.99,3,2
441,Stainless Steel Cookware Set,149.99,52.5,3
442,4-Slice Toaster,59.99,20.4,3
443,Air Fryer,89.99,24.3,3
444,Coffee Maker,69.99,21.7,3
445,Electric Kettle,29.99,5.4,3
446,Blender,49.99,3.5,3
447,Microwave Oven,119.99,8.4,3
448,Dish Rack,24.99,9.75,3
449,Nonstick Frying Pan,39.99,11.2,3
450,Food Processor,99.99,37,3
451,Slow Cooker,79.99,10.4,3
452,Stand Mixer,199.99,78,3
453,Toaster Oven,89.99,21.6,3
454,Cookware Set,159.99,49.6,3
455,Electric Griddle,79.99,16,3
456,Portable Induction Cooktop,89.99,34.2,3
457,Espresso Machine,149.99,22.5,3
458,Water Filter Pitcher,34.99,5.95,3
459,Set of Mixing Bowls,29.99,10.2,3
460,Kitchen Scale,19.99,5.4,3
461,Spice Rack,24.99,8.75,3
462,Cutting Board Set,34.99,7.7,3
463,Baking Sheet Set,29.99,13.2,3
464,Salt and Pepper Grinder Set,22.99,5.75,3
465,Silicone Baking Mats,19.99,4.6,3
466,Can Opener,15.99,6.72,3
467,Measuring Cups and Spoons Set,18.99,7.98,3
468,Dish Towels Set,22.99,6.44,3
469,Kitchen Utensil Set,29.99,10.2,3
470,Cast Iron Skillet,39.99,14,3
471,Mixing Bowls with Lids,29.99,12.9,3
472,Food Storage Containers,34.99,15.4,3
473,Coffee Grinder,39.99,6.4,3
474,Tea Infuser,12.99,2.34,3
475,Ice Cream Maker,129.99,6.5,3
476,Reusable Food Storage Bags,22.99,3.22,3
477,Electric Wine Opener,29.99,12.6,3
478,Pizza Stone,29.99,2.1,3
479,Griddle Pan,34.99,6.3,3
480,Panini Press,49.99,16.5,3
481,Knife Set,79.99,8.8,3
482,Adjustable Rolling Pin,19.99,8,3
483,Waffle Maker,39.99,2,3
484,Popcorn Maker,29.99,5.1,3
485,Tea Kettle,24.99,9.25,3
486,Silicone Spatula Set,18.99,6.27,3
487,Meat Thermometer,14.99,1.05,3
488,Bread Maker,99.99,34,3
489,Electric Hot Pot,59.99,21,3
490,Kitchen Timer,12.99,5.72,3
491,Chafing Dish Set,89.99,19.8,3
492,Kitchen Sink Organizer,24.99,7.5,3
493,Trash Can with Lid,29.99,13.2,3
494,Countertop Compost Bin,22.99,8.28,3
495,Magnetic Knife Strip,19.99,5.2,3
496,Food Processor Attachments,29.99,7.5,3
497,Herb Scissors,14.99,2.55,3
498,Nonstick Bakeware Set,39.99,13.6,3
499,Oil Dispenser,16.99,4.25,3
500,Grater Set,18.99,3.42,3
501,Utensil Holder,12.99,2.6,3
502,Wooden Salad Bowl,29.99,6.6,3
503,Oven Mitts Set,19.99,4.8,3
504,Pot Holders,14.99,4.05,3
505,Soup Maker,79.99,28.8,3
506,Cheese Board Set,34.99,5.95,3
507,Vacuum Sealer,69.99,14,3
508,Bread Box,39.99,15.6,3
509,Kitchen Drawer Organizers,24.99,9.5,3
510,Collapsible Dish Rack,22.99,1.61,3
511,Rolling Pin,15.99,1.28,3
512,Canister Set,29.99,12,3
513,Wine Glasses Set,34.99,5.6,3
514,Serving Tray,19.99,1.8,3
515,Sifter,12.99,5.33,3
516,Pop-Up Toaster,39.99,6.8,3
517,Adjustable Cooling Rack,22.99,4.6,3
518,Electric Egg Cooker,24.99,11.25,3
519,Cooktop Burner,59.99,27,3
520,Induction Cookware Set,129.99,29.9,3
521,Wall-Mounted Bottle Opener,14.99,1.35,3
522,Microwave Popcorn Popper,12.99,5.07,3
523,Vegetable Peeler,9.99,0.7,3
524,Kitchen Gadget Set,34.99,15.4,3
525,Tea Towels Set,22.99,8.51,3
526,Pot and Pan Protectors,16.99,5.1,3
527,Food Chopper,22.99,5.06,3
528,Dishwashing Gloves,12.99,5.2,3
529,Set of Measuring Spoons,9.99,1,3
530,Food Storage Jars,29.99,4.2,3
531,Dish Brush,9.99,1.3,3
532,Collapsible Storage Bins,22.99,8.05,3
533,Grilling Tools Set,39.99,10.4,3
534,Pancake Maker,34.99,7,3
535,Ice Cube Trays,9.99,2.8,3
536,Rolling Pin with Thickness Rings,22.99,8.51,3
537,Spice Grinder,19.99,3.6,3
538,Tea Canister Set,14.99,2.1,3
539,Drawer Cutlery Organizer,18.99,2.85,3
540,Salad Spinner,22.99,1.84,3
541,Knife Sharpener,16.99,2.55,3
542,Potato Masher,12.99,3.64,3
543,Casserole Dish Set,34.99,3.85,3
544,Pan Protector,12.99,4.55,3
545,Adjustable Measuring Cup,18.99,5.7,3
546,Silicone Ice Cube Molds,14.99,1.65,3
547,Dog Leash,15.99,5.6,4
548,Cat Scratching Post,29.99,11.7,4
549,Bird Cage,49.99,15,4
550,Pet Carrier,39.99,13.6,4
551,Cat Bed,24.99,7.25,4
552,Dog Crate,89.99,36.9,4
553,Pet Food Bowl,14.99,3,4
554,Dog Toys Set,19.99,5.2,4
555,Automatic Pet Feeder,69.99,8.4,4
556,Fish Tank,79.99,17.6,4
557,Teddy Bear,12.99,5.59,5
558,Lego Building Blocks,29.99,12,5
559,Remote Control Car,49.99,16.5,5
560,Dollhouse,79.99,29.6,5
561,Action Figures,24.99,2.75,5
562,Board Game,34.99,3.15,5
563,Puzzle,19.99,6.4,5
564,Play-Doh Set,14.99,1.95,5
565,Stuffed Animal,22.99,4.37,5
